,Unnamed: 0,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source,Event Souce ID
1005,1131,UEI-IMD-FL-1983-0097,5/8/1983,31-08-1983,26,"severe (ganga, yamuna and their tributaries)",,West UP,Uttar Pradesh,,,,,118,,,3000,(i)118 persons died (ii)3000 cattleheads perished,(i)28 lakh people in 8500 villages in 22 dists affected (ii)13000 houses collapsed (iii)Crop in 2 lakh hectare damaged (iv)Entire Mathura city submerged in flood waters from 15-17 August. About 200 temples inaccessible Gobardhan  town and Gobardhan-Prakasam remained under 3 feet of water. Waterlogging caused malaria epidemic.,IMD,
1006,1132,UEI-IMD-FL-1983-0098,15-08-1983,17-08-1983,2,heavyh rains,,Aligarh,Uttar Pradesh,,,,,6,12,,,6 persons died including 2 children  and 12 others injured,25 houses collapsed and many others damaged,IMD,
1007,1133,UEI-IMD-FL-1983-0099,9/9/1983,24-09-1983,15,"severe(ganga , yamuna, ken shandrawal, rapti, sarju, gadri and ghagra )",,Entire UP,Uttar Pradesh,,,,,216,,,,(i)More than 200 people died (ii)16 people died in massive landslide in Pithorgarh disr,"(i)About 85 lakh people in 49 dists and over 13,200 villages affected (ii)About 21 lakh hectare land submerged (iii)78000 houses damaged (iv)Many bunds and culverts damaged disrupting vehicular traffic at several places. (v)Train services delayed on many days (vi)A railway engine and 3 bogies swept away on the Gonda-Mailani section of NE railway",IMD,
1008,1134,UEI-IMD-FL-1983-0100,13-10-1983,15-10-1983,2,"severe (ganga, yamuna and their tributaries)",,"Etawah, Kheri, Saharanpur, Sitapur",Uttar Pradesh,,,,,42,,,,42 persons died in house collapse in various parts of the state,"(i)8071 villages affected (ii)5700 houses damaged/colllapsed (iii)1.01 lakh hectare of cropped area submerged (iv)Landslide block Mussoorie by pass and Bellary-Almora motor road, disrupting vehicular traffic",IMD,
1009,1135,UEI-IMD-FL-1983-0101,1/7/1983,7/7/1983,6,"moderate(tiata, torsa, raidak. mansi and dalong)",,Cooch Behar,West Bengal,,,,,,1,,,1 teenager drowned at Baraibari,"(i)12450 peopel affected in Mathabhanga subdivision due to flooding in Mansi river (ii)1600 people shifted to safer places as the flood water of Tista, Poyasthi and Dhaprahat villages ",IMD,
1010,1136,UEI-IMD-FL-1983-0102,14-07-1983,16-07-1983,2,"moderate( mansi, mechhi and raidak)",,Cooch Behar and Darjeeling,West Bengal,,,,,,4,,,4 persons injured in a landslide at Paiyn basti in Kurseong sub division of Darjeeling dist.,"(i)7000 peopel living on Charland rescued by Army jawans in Cooch Behar district (ii)Heavy discharge in the hill river Mechhi caused landslide impending the passage of swelling water which inundated some areas, in Naxalbari in the plains of Darjeeling dist.",IMD,
1011,1137,UEI-IMD-FL-1983-0103,12/9/1983,14-09-1983,2,moderate (kajihi),,Cooch Behar and Jalpaiguri,West Bengal,,,,,13,,,,13 people died,"(i)10,000 people in Alipurduar affected (ii)Damage caused to private and public property",IMD,
1012,1138,UEI-IMD-FL-1983-0104,10/9/1983,14-09-1983,4,heavy rains,,Entire area,Arunachal Pradesh,,,,,,,,,,Heavy landslide disrupted road raffic in many places,IMD,
1013,1139,UEI-IMD-FL-1983-0105,4/7/1983,5/7/1983,1,heavy rains,,Entire area,Punjab,,,,,,,,,,"(i)Number of houses collapsed (ii)water supply, electricity and telecommunication services disrupted (iii)Vehicular and train delayed or held up",IMD,
1014,1140,UEI-IMD-FL-1983-0106,22-08-1983,27-08-1983,5,heavy rains,,Entire area,Punjab,,,,,2,3,,,2 people died and 3 injured when a roof collapsed in Burail.,,IMD,
1015,1141,UEI-IMD-FL-1983-0107,15-04-1983,15-04-1983,0,heavy rains,,Entire area,Delhi,,,,,2,7,,25,(i) 2 labourers diedand 7 injured when a rood of a building collapsed (ii)25  donkeys drowned in different places,"(i)Rainfall amount 13.4 cm recorded during 6 hours period, the highest ever in the century for the month of April (ii)Books worth several lakhs of rupees belonging to the National Book Trust damaged when the water entered the basement godown (iii)Hundreds of hutments washed away and people shifted to safer places (iv) 20 fired caused due to short circuit (v)Standing crop in many villages around the capital seriously damaged (vi)All the major roads waterlogged and hundreds of vehicles marooned, with water running upto the roof of the cars",IMD,
1016,1142,UEI-IMD-FL-1983-0108,26-07-1983,30-07-1983,4,heavy rains,,Entire area,Delhi,,,,,1,6,,,(i)1 woman died in a wall collapse in Sadar-Bazar area (ii)1 man and 5 children injured when the wall of a factory in Wairpur area collapsed,"(i) 8 police officers miraculously escaped when building on Badarpur polics station partially collapsed (ii)36 electric short circuits caused and 12 fire cases reported (iii)Drainage system, water supply and telephone services disrupted ",IMD,
1017,1143,UEI-IMD-FL-1983-0109,27-06-1983,27-06-1983,0,heavy rains,,Panaji,"Goa, Daman and Diu",,,,,3,,,,3 persons died and few injured in houses collapse in Goa,(i)Number of kutcha houses and trees uprooted (ii)Communication and power supply completely disrupted.,IMD,
1018,1144,UEI-IMD-FL-1984-0001,13-02-1984,17-02-1984,4,heavy rains,,"Nallore, Prakasam, Chittor",Andhra Pradesh,,,,,5,,,250,"5 persons died, 200 sheep and 50 cattle perished","Paddy crop in15466 hectares and coconut in 8097 hectares completely damaged. Chilli crop in 1619 hectares partially damaged. Total loss estimated to be worth Rs. 15 crore , Paddy crop in 2530 hectares, Tobacco in 1200 hectares, Corriander in 2500 hectares and Red gram in 2100 hectares completely damaged. Loss estimated to be Rs. 1 crore , Paddy crop in 1269 hectares and groundnut crop in 4771 hectares completely damaged while paddy crop in 8261 hectares, groundnut crop in 587 hectares and chilli in 1215 hectares of land partially damaged.Loss estimated to be worth Rs. 7 crores",IMD,
1019,1145,UEI-IMD-FL-1984-0002,10/9/1984,10/9/1984,0,heavy rains,,Visakhapatnam,Andhra Pradesh,,,,,,4,,,4 persons injured in a wall collapse in Pandurangapuram area of the city,Several thatched houses damaged,IMD,
1020,1146,UEI-IMD-FL-1984-0003,13-05-1984,17-05-1984,4,severe,,Cachar and Karimganj,Assam,,,,,4,,,,4 persons including 3 children died,Highway link between Assam and Tripura disrupted,IMD,
1021,1147,UEI-IMD-FL-1984-0004,8/6/1984,14-06-1984,6,severe,,"Cachar, Dibrugarh, Jorhat, Lakhimpur and Darrang",Assam,,,,,,,,,,i)Standing crops in large tract of low lying reverine areas damaged ii)Many villages in Upper Assam submerged under flood water iii)Some parts of Kaziranga National park in Jorhat district inundaated by flood waters and animals forced to take shelter to safer places,IMD,
1022,1148,UEI-IMD-FL-1984-0005,8/7/1984,14-07-1984,6,severe,,"Darrang, Goalpara, Dhubri, Dibrugarh, Lakhimpur and Nowgong",Assam,,,,,8,3,,,3 persons drowned in Marigaon sub-division while 4 others including 2 children washed away in Char village(Darrang district) ii)A 10 year old child died in Dibrugarh district,"i)1 lakh people in 200 villages affected. The worst affected districts were Dhubri, Goalpara and Lakhimpur ii)In Dhubri district 140 villages badly affected iii)More than 50 houses washed away iv)Standing paddy and jute crop damaged v)Road communication completely disrupted",IMD,
1023,1149,UEI-IMD-FL-1984-0006,22-07-1984,28-07-1984,6,severe,,"Barpeta, Dibrugarh, Lakhimpur and Dhubri",Assam,,,,,28,,,,28 persons died,"i)1832 villages with 6 million population affected ii)Entire 800 km long valley from Dibrugarh to Dhubri submerged under flood water iii)In Lakhimpur district 1 lakh people affected and 20,000 families rendered homeless iv)Road communication in several parts of the State remianed cut off",IMD,
1024,1150,UEI-IMD-FL-1984-0007,22-08-1984,28-08-1984,6,severe,,Dhubri,Assam,,,,,,,,,,i)20 villages covering 50 sq.km. area washed away ii)Standing jute crop badly affected iii)Damage to property and crop estimated around Rs. 4 crores,IMD,
1025,1151,UEI-IMD-FL-1984-0008,8/9/1984,21-09-1984,13,severe,,"Barpeta, Bhubri, Darrang, Dibrugarh, Goalpara, Jorhat, Kamrup and Lakhimpur",Assam,,,,,43,,,,i)43 persons died and many reported missing ii)Hundreds of cattle perished,"i)In Lakhimpur district 119 villages with population more than 1 lakh affected while in Barpeta district 1.5 lakh people affected. In Goalpara district 250 villages with population more than 2 lakh affected. In Kamrup district about 20,000 families in Nalbari and Rangiya sub-division affected. Total number of persons affected : About 2 million ii)3000 families rendered homeless and thousands marooned iii)Paddy crop in 600 sq.km.area completely damaged while Sali crop badly damaged iv)Entire north-eastern region cut off for 2 days ( 16 & 17 September) from the rest of the country v)Flood water breached roads, railway tracks and embankments dirupted road/railway communication vi)Several houses washed away",IMD,
1026,1152,UEI-IMD-FL-1984-0009,8/6/1984,14-06-1984,6,severe,,"Bhagalpur, Darbhanga, East Champaran, West Champaran and Munger districts",Bihar,,,,,14,,,,14 persons died,"i)3 million people in 1200 villages affected; 300 families rendered homeless. ii)Worst affected district was Darbhanga, A population over 1.5 lakh from this district affected iii)Crop worth Rs. 15 crore damaged iv)15,000 houses destroyed v)3km long embankment of Gandak breached, affecting 49,000 people in 30 villages of Madhuban and Thakarha block vi)3 km stretch of Piprasi-Pipraghat embankment washed away by swollen Gandak along Bihar-Uttar Pradesh border vii)Road communication disrupted due to change in course of river Chanan in Bhagalpur district. Bhagalpur-Dumka road inundated",IMD,
1027,1153,UEI-IMD-FL-1984-0010,2/7/1984,7/8/1984,36,severe,,"Bhagalpur, East Champaran, West Champaran, Katihar, Madhubani, Munger, Samastipur, Siwan, Muzaffarpur, Saran, Patna, Darbhanga, Sitamarhi, Saharsa, Begusarai, Khagaria, and Bhojpur",Bihar,,,,,22,,,,22 persons died,"i)Over 6000 villages affected ii)9 million persons affected, 50,000 persons marooned and shifted to safer places iii)45,000 houses collapsed iv)Standing crop in 1.46 million hectare area submerged under flood water. Loss estimated to be worth Rs. 90 crore v)Madhubani district cut off from the rest of the State as the flood water submerged more than ten periphery roads, suspending the vehicular traffic vi)80 villages in West Champaran district affected due to breaches at various points in Gandak embankment vii)The Chanan river in Bhagalpur district changed its course breaching Babua embankment, inundating entire Jagdishpur block viii)In Madhubani district 5 lakh people affecting/while in Katihar 300 sq.km. area submerged under flood water affected 4 lakh people ix)Vehicular and railway services disrupted on N.E.Railway as Sitamarhi-Darbhanga section submerged under flood water. Muzzaffarpur-Raxaul National Highway breached at two places",IMD,
1028,1154,UEI-IMD-FL-1984-0011,15-08-1984,28-08-1984,13,severe,,"Aurangabad, Bhojpur, East Champaran, West Champaran, Darbhanga, Gaya, Muzaffarpur, Palamau, Patna, Saran and Siwan",Bihar,,,,,52,,,35,i)52 persons died ii)35 cattle perished,"i)86 lakh people in 7739 villages in 188 blocks, and 1902 panchayats affected ii)Darbhanga district worst affected",IMD,
1029,1155,UEI-IMD-FL-1984-0012,20-08-1984,20-08-1984,0,severe,,Gaya,Bihar,,,,,,,,,,Flash flood washed away diversion bridge on chatra-Gaya road disrupting vehicular traffic,IMD,
1030,1156,UEI-IMD-FL-1984-0013,1/9/1984,7/9/1984,6,severe,,"Saharsa, Saran, Sitamarhi and Vaishali",Bihar,,,,,4,,,,4 persons drowned when a country boat capsized in Bagmati near Bharampur (Sitamarhi district),"i)In Saran and Vaishali districts 3 lakh people affected. In Vaishali district flood water of Ganga submerged 130 villages in 5 blocks ii)In Saharsa district the turbulent Kosi river inundated more than 80 villages, 20 villages under Nauhatla block worst affected iii)Crop worth Rs. 1 crore damaged iv)3 km. long stretch of Sonpur-Chapra main road submerged under flood water, disrupting vehicular traffic v)Kosi river breached its eastern embankment submerging approachable road and 1 km stretch of rail track",IMD,
1031,1157,UEI-IMD-FL-1984-0014,8/9/1984,8/9/1984,0,severe,,"Gaya, Katihar",Bihar,,,,,45,,,,45 persons drowned when a boat capsized in swollen Daroaha,Flood water entered Katihar town due to a breached right embankment of river Mahanands,IMD,
1032,1158,UEI-IMD-FL-1984-0015,15-09-1984,28-09-1984,13,severe,,Madhubani and Saharsa,Bihar,,,,,,,,,,"i)Kamla Balan Breached its embankment near Luakaha (Madhubani district) inundating vast area. 500 people rescued to safer places ii)25,000 people marooned in Saharsa district iii)All educational institution closed indefinitely iv)Road and railway communication completely disrupted",IMD,
1033,1159,UEI-IMD-FL-1984-0016,15-06-1984,21-06-1984,6,severe,,Bhavnagar,Gujarat,,,,,,,,,,"Property worth Rs. 10 lakh at a ship yard near Bhavnagar, damaged",IMD,
1034,1160,UEI-IMD-FL-1984-0017,1/7/1984,7/7/1984,6,severe,,Saurashtra,Gujarat,,,,,6,3,,,6 persons died and 3 injured,,IMD,
1035,1161,UEI-IMD-FL-1984-0018,8/7/1984,14-07-1984,6,severe,,"Valsad, Dangs and Surat",Gujarat,,,,,17,,,,17 persons swept  away,"i)All these three districts cut off from other parts of the state. ii)51 km stretch of a road between Vaghai and Saputara submerged under flooded nullah near Baj village disrupted vehicular traffic to Maharashtra. Baj bridge suffered extensive damage iii)45 km stretch of a road between Ahwa and Saputara damaged dueto landslide. Extensive damage to atleast 5 bridges reported, causing a loss of several lakhs of rupees iv)Estimated damage of Rs. 1 crore to public property including culverts, bridges and roads reported in Dangs district alone. v)Standing crop washed away. Many houses damaged",IMD,
1036,1162,UEI-IMD-FL-1984-0019,1/8/1984,7/8/1984,6,severe,,"Banaskantha, Junagadh, Mehsana",Gujarat,,,,,3,3,,,3 persons including 2 boys died and 3 injured in house collapse,i)Heavy loss of property from Mehsana district reported ii)6  houses collapsed iii)A car swept away on Ahmedabad-Delhi National highway near Mehsana iv)Railway and road traffic disrupted,IMD,
1037,1163,UEI-IMD-FL-1984-0020,8/8/1984,14-08-1984,6,severe,,"Ahmedabad, Bharuch, Panchmahals and Vadodara",Gujarat,,,,,,,,,,i)Flood water entered low lying area of Bharuch and Ankaleshwar towns along south bank of the river ii)People from many villages along the Narmada embankment shifted to safer places iii)People living in slums along the bank of Sabarmati in Ahmedabad shifted to safer places,IMD,
1038,1164,UEI-IMD-FL-1984-0021,15-08-1984,21-08-1984,6,severe,,Bharuch,Gujarat,,,,,,,,,,"i)21 villages affected ii)More than 7600 people and nearly 10,000 cattle rescued",IMD,
1039,1165,UEI-IMD-FL-1984-0022,8/9/1984,14-09-1984,6,severe,,Saurashtra region,Gujarat,,,,,,,,,,i)180 villages threatened due to flash flood as 18 irrigation dams overflown ii)All the low lying areas in Junagadh town submerged,IMD,
1040,1166,UEI-IMD-FL-1984-0023,17-07-1984,17-07-1984,0,heavy rains,,Jammu,Jammu and Kashmir,,,,,,,,,,i)15 houses collapsed and many other damaged ii)All vehicular traffic disrupted,IMD,
1041,1167,UEI-IMD-FL-1984-0024,10/8/1984,10/8/1984,0,cloud burst,,Kargil,Jammu and Kashmir,,,,,,,,,,Srinagar - Leh National highway breached between Kargil and Mulbekh,IMD,
1042,1168,UEI-IMD-FL-1984-0025,14-08-1984,14-08-1984,0,cloud burst,,Kargil,Jammu and Kashmir,,,,,14,,,,14 people killed,6 houses washed away in Sachey Karoor village,IMD,
